file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,getPassword/0,FALSE,87,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1025,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,getStartupTimeoutSeconds/0,FALSE,327,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,withStartupTimeoutSeconds/1[int],FALSE,120,2,2,1,1,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,"setParameters/1[java.util.Map<java.lang.String,java.lang.String>]",FALSE,313,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,getDatabaseName/0,FALSE,78,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,getJdbcUrl/0,FALSE,70,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1025,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,JdbcDatabaseContainer/1[org.testcontainers.utility.DockerImageName],TRUE,61,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,getConnectTimeoutSeconds/0,FALSE,336,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,"optionallyMapResourceParameterAsVolume/3[java.lang.String,java.lang.String,java.lang.String]",FALSE,295,3,2,0,2,2,3,7,0,2,3,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,17,4,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainer.java,org.testcontainers.containers.JdbcDatabaseContainer,"addParameter/2[java.lang.String,java.lang.String]",FALSE,318,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\DirectoryTarResourceTest.java,org.testcontainers.utility.DirectoryTarResourceTest,"exactlyNItems/2[int,org.testcontainers.utility.Matcher<? super T>]",FALSE,102,3,0,0,0,1,0,23,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,9,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\DirectoryTarResourceTest.java,org.testcontainers.utility.DirectoryTarResourceTest,simpleRecursiveFileWithPermissionTest/0,FALSE,50,12,13,0,13,1,15,9,0,3,0,15,0,0,0,0,0,0,12,2,2,0,1,0,0,1,36,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\DirectoryTarResourceTest.java,org.testcontainers.utility.DirectoryTarResourceTest,simpleRecursiveClasspathResourceTest/0,FALSE,75,11,12,0,12,1,11,9,0,3,0,11,0,0,0,0,0,0,8,0,2,0,1,0,0,1,37,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\DirectoryTarResourceTest.java,org.testcontainers.utility.DirectoryTarResourceTest,simpleRecursiveFileTest/0,FALSE,22,11,12,0,12,1,11,10,0,4,0,11,0,0,0,0,0,0,8,0,3,0,1,0,0,1,33,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainerProvider.java,org.testcontainers.containers.JdbcDatabaseContainerProvider,newInstance/1[java.lang.String],FALSE,37,1,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1025,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainerProvider.java,org.testcontainers.containers.JdbcDatabaseContainerProvider,newInstance/0,FALSE,27,2,3,2,1,1,4,4,1,0,0,4,1,1,0,0,0,0,4,0,0,1,0,0,0,0,48,1,1,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainerProvider.java,org.testcontainers.containers.JdbcDatabaseContainerProvider,newInstance/1[org.testcontainers.jdbc.ConnectionUrl],FALSE,49,4,4,1,3,2,7,11,1,1,1,7,2,2,0,0,0,0,0,0,2,0,1,0,0,0,16,1,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainerProvider.java,org.testcontainers.containers.JdbcDatabaseContainerProvider,supports/1[java.lang.String],FALSE,14,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1025,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\main\java\org\testcontainers\containers\JdbcDatabaseContainerProvider.java,org.testcontainers.containers.JdbcDatabaseContainerProvider,"newInstanceFromConnectionUrl/3[org.testcontainers.jdbc.ConnectionUrl,java.lang.String,java.lang.String]",FALSE,64,4,3,0,3,2,15,14,1,4,3,15,2,2,0,0,0,0,4,0,5,0,1,0,0,0,20,4,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\junit-jupiter\src\test\java\org\testcontainers\junit\jupiter\TestcontainersNestedSharedContainerTests.java,org.testcontainers.junit.jupiter.TestcontainersNestedSharedContainerTests,top_level_container_should_be_running/0,FALSE,22,3,2,0,2,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\jarFileTest\java\org\testcontainers\PublicBinaryAPITest.java,org.testcontainers.PublicBinaryAPITest$Anonymous1,"visitFile/2[java.nio.file.Path,java.nio.file.attribute.BasicFileAttributes]",FALSE,57,2,0,0,0,6,7,21,4,4,2,7,0,0,0,1,1,1,3,1,4,1,2,0,0,0,33,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\containers\wait\strategy\Wait.java,org.testcontainers.containers.wait.strategy.Wait,"forLogMessage/2[java.lang.String,int]",FALSE,57,1,7,4,3,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\containers\wait\strategy\Wait.java,org.testcontainers.containers.wait.strategy.Wait,forHealthcheck/0,FALSE,66,1,2,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\containers\wait\strategy\Wait.java,org.testcontainers.containers.wait.strategy.Wait,forHttp/1[java.lang.String],FALSE,35,1,7,5,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\containers\wait\strategy\Wait.java,org.testcontainers.containers.wait.strategy.Wait,forHttps/1[java.lang.String],FALSE,46,2,3,1,2,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\containers\wait\strategy\Wait.java,org.testcontainers.containers.wait.strategy.Wait,defaultWaitStrategy/0,FALSE,14,3,2,1,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\containers\wait\strategy\Wait.java,org.testcontainers.containers.wait.strategy.Wait,forListeningPort/0,FALSE,24,1,6,5,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\ClasspathScannerTest.java,org.testcontainers.utility.ClasspathScannerTest,setUp/0,FALSE,31,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,17,9,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\ClasspathScannerTest.java,org.testcontainers.utility.ClasspathScannerTest,multipleResultsOnOneClassLoaderAreFound/0,FALSE,48,2,1,0,1,1,11,6,0,2,0,11,0,0,0,0,0,0,3,0,2,0,0,0,0,0,24,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\ClasspathScannerTest.java,org.testcontainers.utility.ClasspathScannerTest,realClassLoaderLookupOccurs/0,FALSE,40,2,1,0,1,1,5,4,0,1,0,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,14,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\ClasspathScannerTest.java,org.testcontainers.utility.ClasspathScannerTest,multipleClassLoadersAreQueried/0,FALSE,76,2,1,0,1,1,11,8,0,3,0,11,0,0,0,0,0,0,4,0,3,0,0,0,0,0,23,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\utility\ClasspathScannerTest.java,org.testcontainers.utility.ClasspathScannerTest,orderIsAlphabeticalForDeterminism/0,FALSE,60,2,1,0,1,1,11,6,0,2,0,11,0,0,0,0,0,0,3,0,2,0,0,0,0,0,25,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\database-commons\src\main\java\org\testcontainers\ext\ScriptUtils.java,org.testcontainers.ext.ScriptUtils$UncategorizedScriptException,"UncategorizedScriptException/2[java.lang.String,java.lang.Exception]",TRUE,498,0,3,3,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,withDatabaseName/1[java.lang.String],FALSE,131,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,getJdbcUrl/0,FALSE,98,2,4,1,3,1,3,4,1,1,0,3,0,0,0,0,0,0,6,0,1,1,0,0,0,0,19,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,getDriverClassName/0,FALSE,93,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,Db2Container/1[java.lang.String],TRUE,40,1,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,getDatabaseName/0,FALSE,114,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,acceptLicense/0,FALSE,87,2,4,3,1,1,1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,1,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,Db2Container/0,TRUE,36,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,configure/0,FALSE,63,3,5,0,5,4,6,15,0,0,0,6,1,1,0,0,0,0,10,0,0,0,1,0,0,0,7,4,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,Db2Container/1[org.testcontainers.utility.DockerImageName],TRUE,44,4,9,3,6,1,6,7,0,0,1,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,35,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,waitUntilContainerStarted/0,FALSE,137,2,2,0,2,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,getTestQueryString/0,FALSE,142,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,withPassword/1[java.lang.String],FALSE,125,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,withUsername/1[java.lang.String],FALSE,119,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,getLivenessCheckPorts/0,FALSE,58,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,getUsername/0,FALSE,104,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\db2\src\main\java\org\testcontainers\containers\Db2Container.java,org.testcontainers.containers.Db2Container,getPassword/0,FALSE,109,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\jdbc\src\test\java\org\testcontainers\containers\JdbcDatabaseContainerTest.java,org.testcontainers.containers.JdbcDatabaseContainerTest,anExceptionIsThrownIfJdbcIsNotAvailable/0,FALSE,16,3,2,0,2,1,3,4,0,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,16,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ContainerStateTest.java,org.testcontainers.containers.ContainerStateTest,test/0,FALSE,40,2,2,0,2,1,10,7,0,2,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ContainerStateTest.java,org.testcontainers.containers.ContainerStateTest,params/0,FALSE,19,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,13,2,0,0,0,0,0,0,7,9,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\images\AbstractImagePullPolicy.java,org.testcontainers.images.AbstractImagePullPolicy,"shouldPullCached/2[org.testcontainers.utility.DockerImageName,org.testcontainers.images.ImageData]",FALSE,41,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1028,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\images\AbstractImagePullPolicy.java,org.testcontainers.images.AbstractImagePullPolicy,shouldPull/1[org.testcontainers.utility.DockerImageName],FALSE,14,6,5,0,5,4,8,23,3,2,1,8,1,1,0,2,0,0,5,0,3,0,2,0,0,0,24,1,5,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\images\builder\ImageFromDockerfile.java,org.testcontainers.images.builder.ImageFromDockerfile$Anonymous1,onNext/1[org.testcontainers.images.builder.BuildResponseItem],FALSE,98,1,0,0,0,2,8,9,0,0,1,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,1,2,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,"startContainerWithCommand/2[java.lang.String,org.testcontainers.containers.wait.strategy.WaitStrategy]",FALSE,65,3,1,0,1,1,1,3,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,4,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,"startContainerWithCommand/3[java.lang.String,org.testcontainers.containers.wait.strategy.WaitStrategy,java.lang.Integer[]]",FALSE,73,2,5,0,5,1,5,3,1,0,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,4,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,waitUntilReadyAndTimeout/1[org.testcontainers.containers.GenericContainer<?>],FALSE,110,2,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,40,4,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,waitUntilReadyAndTimeout/1[java.lang.String],FALSE,98,2,2,0,2,1,2,5,0,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,29,4,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,waitUntilReadyAndSucceed/1[org.testcontainers.containers.GenericContainer<?>],FALSE,124,1,1,0,1,1,4,4,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,4,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,startContainerWithCommand/1[java.lang.String],FALSE,53,2,2,0,2,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,buildWaitStrategy/1[java.util.concurrent.atomic.AtomicBoolean],FALSE,31,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1028,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,waitUntilReadyAndSucceed/1[java.lang.String],FALSE,86,2,2,0,2,1,2,5,0,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,26,4,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\junit\wait\strategy\AbstractWaitStrategyTest.java,org.testcontainers.junit.wait.strategy.AbstractWaitStrategyTest,setUp/0,FALSE,42,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\images\builder\dockerfile\statement\MultiArgsStatement.java,org.testcontainers.images.builder.dockerfile.statement.MultiArgsStatement,appendArguments/1[java.lang.StringBuilder],FALSE,20,0,0,0,0,2,3,8,0,0,1,3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,12,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\main\java\org\testcontainers\images\builder\dockerfile\statement\MultiArgsStatement.java,org.testcontainers.images.builder.dockerfile.statement.MultiArgsStatement,"MultiArgsStatement/2[java.lang.String,java.lang.String[]]",TRUE,14,0,8,8,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ExposedHostTest.java,org.testcontainers.containers.ExposedHostTest,testExposedHostAfterContainerIsStarted/0,FALSE,51,5,7,0,7,1,7,7,0,1,0,7,1,1,0,0,1,0,1,0,1,0,1,0,0,0,11,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ExposedHostTest.java,org.testcontainers.containers.ExposedHostTest,tearDown/0,FALSE,46,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ExposedHostTest.java,org.testcontainers.containers.ExposedHostTest,testExposedHostWithNetwork/0,FALSE,70,6,7,0,7,1,7,6,0,1,0,7,1,1,0,0,1,0,1,0,1,0,1,0,0,0,9,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ExposedHostTest.java,org.testcontainers.containers.ExposedHostTest,testExposedHostPortOnFixedInternalPorts/0,FALSE,81,5,7,0,7,1,7,6,0,0,0,7,1,1,0,0,0,0,2,4,0,0,0,0,0,0,11,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ExposedHostTest.java,org.testcontainers.containers.ExposedHostTest,testExposedHost/0,FALSE,64,5,5,0,5,1,5,4,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ExposedHostTest.java,org.testcontainers.containers.ExposedHostTest,setUpClass/0,FALSE,23,4,5,0,5,1,8,13,0,3,0,8,0,0,0,0,1,0,2,3,3,0,2,0,0,1,14,9,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ExposedHostTest.java,org.testcontainers.containers.ExposedHostTest,"assertResponse/2[org.testcontainers.containers.GenericContainer<?>,int]",FALSE,90,3,7,4,3,1,5,10,0,1,2,5,0,0,0,0,1,0,6,0,1,1,1,0,0,0,6,4,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\core\src\test\java\org\testcontainers\containers\ExposedHostTest.java,org.testcontainers.containers.ExposedHostTest,tearDownClass/0,FALSE,41,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,9,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\gcloud\src\main\java\org\testcontainers\containers\SpannerEmulatorContainer.java,org.testcontainers.containers.SpannerEmulatorContainer,SpannerEmulatorContainer/1[org.testcontainers.utility.DockerImageName],TRUE,21,3,5,0,5,1,4,6,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\gcloud\src\main\java\org\testcontainers\containers\SpannerEmulatorContainer.java,org.testcontainers.containers.SpannerEmulatorContainer,getEmulatorGrpcEndpoint/0,FALSE,34,1,3,1,2,1,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,33,1,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\gcloud\src\main\java\org\testcontainers\containers\SpannerEmulatorContainer.java,org.testcontainers.containers.SpannerEmulatorContainer,getEmulatorHttpEndpoint/0,FALSE,42,1,2,0,2,1,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,1,0,TRUE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\localstack\src\test\java\org\testcontainers\containers\localstack\LocalstackContainerTest.java,org.testcontainers.containers.localstack.LocalstackContainerTest$WithRegion,s3EndpointHasProperRegion/0,FALSE,304,3,1,0,1,1,3,4,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,1,0,FALSE
C:\Users\OOPS\Downloads\testcontainers-java-master\modules\selenium\src\test\java\org\testcontainers\containers\DefaultRecordingFileFactoryTest.java,org.testcontainers.containers.DefaultRecordingFileFactoryTest,recordingFileThatShouldDescribeTheTestResultAtThePresentTime/0,FALSE,44,3,1,0,1,1,14,8,0,5,0,14,0,0,0,0,0,0,4,1,5,0,0,0,0,0,36,1,0,FALSE
