file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\utility\AbstractFactory.java,utility.AbstractFactory,interface,2,4,2,2,2,1,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\utility\Packing.java,utility.Packing,interface,0,6,6,0,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\utility\PizzaPromoBuilder.java,utility.PizzaPromoBuilder,class,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\controller\ProcessPizzaServlet.java,controller.ProcessPizzaServlet,class,10,11,1,10,3,2,0,10,1,1,0,0,2,0,0,0,2,0,2,0,0,0,1,1,0,1,0,0,1,0,0,22,0,0,0,1,0,5,1,6,1,6,1,0,0,0,30,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\model\pizza\Pepperoni.java,model.pizza.Pepperoni,class,7,9,2,7,13,2,0,10,26,0.7777778,0.1388889,0.30555555,9,0,9,0,0,0,9,0,0,0,5,0,0,5,0,0,0,0,1,58,7,1,1,2,0,5,1,10,0,9,3,0,0,0,48,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\model\builder\PizzaBuilder.java,model.builder.PizzaBuilder$Anonymous1,anonymous,1,1,0,1,1,1,0,0,0,0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\utility\SingletonDB.java,utility.SingletonDB,class,2,12,10,2,9,1,0,8,0,0.25,1,1,4,3,2,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,3,45,2,0,1,2,3,2,0,15,0,9,2,0,0,0,46,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\model\upgrade\TropicaleUpgrade.java,model.upgrade.TropicaleUpgrade,class,4,6,2,4,9,2,0,9,4,0.6,0.3,0.6,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,1,43,4,1,1,2,0,4,1,8,0,7,3,0,0,0,38,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\model\builder\Facade.java,model.builder.Facade,interface,1,2,1,1,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\model\item\PizzaProduct.java,model.item.PizzaProduct,interface,2,4,2,2,7,1,0,0,21,0,0,0,7,0,7,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
C:\Users\OOPS\Downloads\Pizzademic-PH-master\Pizzademic-PH-master\src\model\upgrade\FourCheeseUpgrade.java,model.upgrade.FourCheeseUpgrade,class,4,6,2,4,9,2,0,9,4,0.6,0.3,0.6,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,1,43,4,1,1,2,0,4,1,8,0,7,3,0,0,0,39,1,0
