file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/x1/Desktop/ass/ass16/Sudoku-java-project-master/finalsudokuproject/src/finalsudokuproject/ProjectSudoku.java,finalsudokuproject.ProjectSudoku,class,2,3,1,2,17,5,0,14,1,0.71428573,0.33333334,0.33333334,3,1,2,0,0,1,3,0,1,0,7,2,3,0,0,4,1,0,0,147,0,4,10,0,2,22,119,16,7,16,3,1,0,0,39,1,0
/home/x1/Desktop/ass/ass16/Sudoku-java-project-master/finalsudokuproject/src/finalsudokuproject/ProjectSudoku.java,finalsudokuproject.ProjectSudoku$Anonymous1,anonymous,2,2,0,2,25,1,0,11,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,75,9,11,5,0,2,4,32,28,8,19,3,0,0,0,31,-1,0
/home/x1/Desktop/ass/ass16/Sudoku-java-project-master/sourcecode.java,ProjectSudoku,class,2,3,1,2,17,5,0,14,1,0.71428573,0.33333334,0.33333334,3,1,2,0,0,1,3,0,1,0,7,2,3,0,0,4,1,0,0,147,0,4,10,0,2,22,119,16,7,16,3,1,0,0,39,1,0
/home/x1/Desktop/ass/ass16/Sudoku-java-project-master/sourcecode.java,ProjectSudoku$Anonymous1,anonymous,2,2,0,2,25,1,0,11,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,75,9,11,5,0,2,4,32,28,8,19,3,0,0,0,31,-1,0
